slope,elevation,aspect_deg,historical_density,dist_to_road_m,dist_to_drainage_m,geology_weathering,rain_1h,rain_6h,rain_24h,rain_72h,forecast_rain_24h,soil_moisture_0_7,soil_moisture_7_28,soil_moisture_28_100,humidity,temperature,population,road_criticality,target_risk_score,risk_class,data_source
34.1,2969.3,244.1,1,151.0,6.6,4.0,16.6,39.6,84.4,182.2,63.3,0.248,0.306,0.267,72.7,6.7,8500,2.0,4.6,0,LANDSLIDE_OBSERVATION_CATALOG
34.25,1649.9,33.9,3,670.5,272.0,3.0,20.8,84.3,201.7,322.1,151.27,0.398,0.418,0.335,90.3,15.3,8500,1.0,6.3,0,LANDSLIDE_OBSERVATION_CATALOG
16.47,681.6,292.3,1,186.4,16.1,3.0,12.6,63.9,139.6,245.0,104.7,0.319,0.356,0.298,80.9,21.6,8500,2.0,2.3,0,LANDSLIDE_OBSERVATION_CATALOG
42.77,848.1,124.4,1,89.2,60.3,3.0,2.8,13.6,13.6,13.6,10.2,0.157,0.171,0.187,62.0,20.5,8500,2.0,3.4,0,LANDSLIDE_OBSERVATION_CATALOG
29.04,1024.7,342.6,1,192.7,914.9,3.0,43.1,187.9,495.1,835.7,371.33,0.55,0.52,0.48,99.0,19.3,8500,2.0,48.9,1,LANDSLIDE_OBSERVATION_CATALOG
32.6,2271.9,259.4,0,679.6,302.5,3.0,41.0,128.5,227.2,434.5,170.4,0.431,0.508,0.389,94.1,11.2,8500,1.0,8.3,0,LANDSLIDE_OBSERVATION_CATALOG
20.18,2128.8,196.6,2,81.7,628.1,3.0,32.7,104.3,256.1,581.2,192.08,0.468,0.52,0.459,98.4,12.2,8500,2.0,11.4,0,LANDSLIDE_OBSERVATION_CATALOG
4.48,2231.0,188.9,0,109.8,374.0,3.0,37.9,84.6,207.2,523.4,155.4,0.405,0.52,0.431,91.1,11.5,8500,2.0,3.2,0,LANDSLIDE_OBSERVATION_CATALOG
21.2,983.6,173.0,2,159.2,135.8,3.0,30.7,30.7,254.1,428.6,190.57,0.465,0.503,0.386,98.1,19.6,8500,2.0,6.5,0,LANDSLIDE_OBSERVATION_CATALOG
33.71,2017.6,311.9,1,391.9,215.6,3.0,5.4,28.8,64.8,170.6,48.6,0.223,0.296,0.262,69.7,12.9,8500,1.0,3.1,0,LANDSLIDE_OBSERVATION_CATALOG
30.41,2197.1,326.6,0,1098.5,51.5,3.0,15.6,59.9,147.0,252.3,110.25,0.328,0.362,0.301,82.0,11.7,8500,1.0,4.5,0,LANDSLIDE_OBSERVATION_CATALOG
32.13,1859.6,190.3,2,435.9,300.0,3.5,31.0,90.3,212.7,434.3,159.52,0.412,0.507,0.388,91.9,13.9,8500,1.0,8.9,0,LANDSLIDE_OBSERVATION_CATALOG
13.5,1172.2,118.1,2,913.6,5.0,3.5,8.4,26.4,84.1,248.2,63.07,0.248,0.359,0.299,72.6,18.4,8500,1.0,2.4,0,LANDSLIDE_OBSERVATION_CATALOG
14.43,1003.0,198.8,2,350.2,946.6,3.0,21.5,81.1,222.4,553.3,166.8,0.425,0.52,0.446,93.4,19.5,8500,1.0,5.3,0,LANDSLIDE_OBSERVATION_CATALOG
28.64,2221.1,205.4,4,315.9,522.7,4.0,21.2,100.0,339.4,857.5,254.55,0.55,0.52,0.48,99.0,11.6,8500,1.0,48.4,1,LANDSLIDE_OBSERVATION_CATALOG
16.94,1129.8,174.4,1,23.8,443.2,3.0,22.0,101.7,271.0,510.1,203.25,0.487,0.52,0.425,99.0,18.7,15000,3.0,3.8,0,LANDSLIDE_OBSERVATION_CATALOG
45.05,272.8,199.2,5,68.2,1437.1,3.0,6.2,21.4,60.1,172.7,45.08,0.217,0.298,0.263,69.0,24.2,8500,2.0,10.7,0,LANDSLIDE_OBSERVATION_CATALOG
11.5,1968.6,268.3,1,254.7,210.7,4.0,11.5,40.4,119.5,295.4,89.62,0.293,0.396,0.322,77.9,13.2,8500,1.0,1.5,0,LANDSLIDE_OBSERVATION_CATALOG
11.35,1329.7,103.3,2,244.5,1324.0,3.0,13.8,33.8,77.3,110.5,57.97,0.239,0.248,0.233,71.6,17.4,8500,2.0,1.4,0,LANDSLIDE_OBSERVATION_CATALOG
2.23,1564.2,240.6,2,880.5,94.3,3.5,11.3,39.1,111.6,214.6,83.7,0.283,0.332,0.283,76.7,15.8,8500,1.0,1.6,0,LANDSLIDE_OBSERVATION_CATALOG
9.93,1559.4,140.2,1,233.5,102.1,3.0,21.0,72.0,144.6,192.2,108.45,0.325,0.314,0.272,81.7,15.9,8500,2.0,1.9,0,LANDSLIDE_OBSERVATION_CATALOG
46.39,1576.3,219.9,1,307.5,2203.4,3.0,12.8,50.3,131.7,219.0,98.77,0.309,0.335,0.285,79.8,15.8,8500,1.0,5.8,0,LANDSLIDE_OBSERVATION_CATALOG
44.62,406.6,195.3,9,185.4,67.1,3.0,10.9,10.9,100.6,175.7,75.45,0.269,0.301,0.264,75.1,23.4,8500,2.0,20.6,0,LANDSLIDE_OBSERVATION_CATALOG
11.84,176.5,295.1,2,595.6,354.9,4.0,39.0,168.2,459.3,845.8,344.48,0.55,0.52,0.48,99.0,24.9,8500,1.0,28.6,1,LANDSLIDE_OBSERVATION_CATALOG
30.05,1045.1,315.5,0,91.3,471.5,3.0,3.6,3.6,7.3,32.7,5.47,0.149,0.186,0.196,61.1,19.2,8500,2.0,1.2,0,LANDSLIDE_OBSERVATION_CATALOG
18.74,516.7,227.0,1,294.6,687.3,3.0,4.5,26.6,49.5,93.8,37.12,0.203,0.235,0.225,67.4,22.6,8500,1.0,1.4,0,LANDSLIDE_OBSERVATION_CATALOG
5.63,561.3,116.9,1,235.3,242.5,3.0,10.7,34.3,50.8,116.4,38.1,0.205,0.253,0.236,67.6,22.4,8500,2.0,0.5,0,LANDSLIDE_OBSERVATION_CATALOG
17.74,2050.9,155.1,4,164.4,447.9,3.0,22.0,89.3,220.6,495.6,165.45,0.422,0.52,0.418,93.1,12.7,8500,2.0,9.9,0,LANDSLIDE_OBSERVATION_CATALOG
4.42,762.6,101.9,0,231.2,609.5,4.0,12.5,34.5,87.3,178.6,65.47,0.252,0.303,0.266,73.1,21.0,8500,2.0,1.0,0,LANDSLIDE_OBSERVATION_CATALOG
30.04,539.3,243.3,0,295.1,458.7,4.0,20.5,79.8,170.9,338.1,128.18,0.359,0.43,0.342,85.6,22.5,8500,1.0,4.7,0,LANDSLIDE_OBSERVATION_CATALOG
34.67,1257.6,166.9,1,606.4,729.3,3.0,27.6,70.9,183.4,397.4,137.55,0.375,0.478,0.371,87.5,17.8,8500,1.0,5.4,0,LANDSLIDE_OBSERVATION_CATALOG
17.22,2324.1,317.2,3,187.3,508.6,3.0,29.8,95.8,209.4,454.9,157.05,0.408,0.52,0.398,91.4,10.9,8500,2.0,8.7,0,LANDSLIDE_OBSERVATION_CATALOG
25.96,1376.9,211.0,0,235.8,270.1,3.0,1.3,11.6,30.9,30.9,23.17,0.18,0.185,0.195,64.6,17.1,8500,2.0,0.9,0,LANDSLIDE_OBSERVATION_CATALOG
34.57,669.7,257.4,1,613.5,828.8,3.5,20.8,73.1,129.5,212.4,97.12,0.306,0.33,0.282,79.4,21.6,8500,1.0,3.3,0,LANDSLIDE_OBSERVATION_CATALOG
40.83,1746.6,19.7,1,1317.8,110.7,3.0,8.2,8.2,20.3,20.3,15.23,0.166,0.176,0.19,63.0,14.6,8500,1.0,2.0,0,LANDSLIDE_OBSERVATION_CATALOG
0.0,2672.4,64.9,0,676.4,974.9,3.0,60.1,154.6,306.5,683.5,229.88,0.532,0.52,0.48,99.0,8.6,8500,1.0,3.9,0,LANDSLIDE_OBSERVATION_CATALOG
10.94,2153.1,79.8,3,463.6,90.8,3.5,45.1,182.3,560.2,1098.0,420.15,0.55,0.52,0.48,99.0,12.0,8500,1.0,45.2,1,LANDSLIDE_OBSERVATION_CATALOG
21.21,3028.7,86.9,2,417.7,399.7,3.0,6.9,18.3,74.1,129.0,55.57,0.235,0.263,0.242,71.1,6.3,8500,1.0,1.8,0,LANDSLIDE_OBSERVATION_CATALOG
17.98,2710.6,65.2,3,83.3,124.4,3.0,19.6,63.4,118.6,244.5,88.95,0.292,0.356,0.297,77.8,8.4,8500,2.0,4.8,0,LANDSLIDE_OBSERVATION_CATALOG
10.96,1065.3,78.9,4,224.6,199.4,3.0,39.4,125.4,341.4,862.4,256.05,0.55,0.52,0.48,99.0,19.1,8500,2.0,20.4,0,LANDSLIDE_OBSERVATION_CATALOG
14.35,400.3,174.1,1,1680.1,798.9,3.0,4.7,21.4,64.7,150.5,48.53,0.223,0.28,0.252,69.7,23.4,8500,1.0,2.1,0,LANDSLIDE_OBSERVATION_CATALOG
21.21,1484.3,12.1,1,48.1,137.3,3.5,28.6,99.5,208.1,442.0,156.07,0.406,0.514,0.392,91.2,16.4,15000,3.0,6.0,0,LANDSLIDE_OBSERVATION_CATALOG
11.1,383.1,230.0,2,213.0,1174.6,3.0,35.7,118.6,256.6,580.8,192.45,0.468,0.52,0.459,98.5,23.5,8500,2.0,4.5,0,LANDSLIDE_OBSERVATION_CATALOG
27.74,3153.6,25.1,0,5.3,2460.4,4.0,23.8,71.2,142.4,299.0,106.8,0.322,0.399,0.324,81.4,5.5,15000,3.0,3.5,0,LANDSLIDE_OBSERVATION_CATALOG
17.29,1871.0,72.9,0,213.2,119.8,3.0,8.0,36.8,121.8,214.9,91.35,0.296,0.332,0.283,78.3,13.8,8500,2.0,2.0,0,LANDSLIDE_OBSERVATION_CATALOG
17.37,1630.1,11.8,2,887.8,33.5,3.0,21.8,90.5,240.3,537.3,180.23,0.448,0.52,0.438,96.0,15.4,8500,1.0,6.0,0,LANDSLIDE_OBSERVATION_CATALOG
25.0,1088.2,304.6,5,918.9,3053.9,3.0,21.6,94.8,263.6,569.3,197.7,0.477,0.52,0.453,99.0,18.9,8500,1.0,20.2,0,LANDSLIDE_OBSERVATION_CATALOG
26.95,2363.2,127.9,3,193.8,661.4,4.0,20.6,77.3,217.0,336.3,162.75,0.418,0.429,0.341,92.5,10.6,8500,2.0,9.8,0,LANDSLIDE_OBSERVATION_CATALOG
24.91,2572.7,45.2,2,495.5,1191.2,4.0,26.7,79.6,230.4,593.3,172.8,0.435,0.52,0.465,94.6,9.3,8500,1.0,10.3,0,LANDSLIDE_OBSERVATION_CATALOG
22.86,492.1,36.6,4,66.2,550.5,3.0,32.0,83.0,218.4,356.1,163.8,0.42,0.445,0.351,92.8,22.8,8500,2.0,8.1,0,LANDSLIDE_OBSERVATION_CATALOG
17.51,1200.0,113.0,1,301.7,450.4,3.0,19.9,72.2,167.8,273.2,125.85,0.355,0.379,0.311,85.2,18.2,8500,1.0,3.7,0,LANDSLIDE_OBSERVATION_CATALOG
37.19,1329.2,187.9,2,63.0,551.6,3.0,14.6,51.6,105.5,212.5,79.12,0.275,0.33,0.282,75.8,17.4,8500,2.0,4.8,0,LANDSLIDE_OBSERVATION_CATALOG
38.15,1169.6,214.4,2,1058.4,16.2,3.0,53.6,216.1,467.4,753.6,350.55,0.55,0.52,0.48,99.0,18.4,8500,1.0,75.4,2,LANDSLIDE_OBSERVATION_CATALOG
22.69,946.7,110.9,2,54.9,1078.7,4.0,68.4,292.4,600.0,972.7,450.0,0.55,0.52,0.48,99.0,19.8,15000,3.0,54.3,2,LANDSLIDE_OBSERVATION_CATALOG
32.89,21.4,237.8,3,160.2,306.6,3.0,8.5,25.4,86.6,162.2,64.95,0.251,0.29,0.258,73.0,25.9,8500,2.0,4.3,0,LANDSLIDE_OBSERVATION_CATALOG
48.26,764.6,298.3,2,471.1,1680.8,3.0,10.8,48.3,129.0,234.1,96.75,0.305,0.347,0.292,79.3,21.0,8500,1.0,7.4,0,LANDSLIDE_OBSERVATION_CATALOG
28.79,1775.2,163.8,2,71.8,626.2,3.0,11.9,57.9,155.6,343.0,116.7,0.339,0.434,0.345,83.3,14.5,8500,2.0,7.5,0,LANDSLIDE_OBSERVATION_CATALOG
25.88,1910.7,200.8,1,1221.1,194.8,3.0,23.5,72.0,177.4,313.1,133.05,0.367,0.41,0.33,86.6,13.6,8500,1.0,4.0,0,LANDSLIDE_OBSERVATION_CATALOG
0.0,1313.2,90.8,0,142.5,710.8,3.0,13.5,34.5,79.0,143.1,59.25,0.241,0.274,0.249,71.8,17.5,8500,2.0,0.5,0,LANDSLIDE_OBSERVATION_CATALOG
17.6,2240.4,207.3,7,784.9,217.1,3.0,63.1,175.9,349.3,598.0,261.98,0.55,0.52,0.467,99.0,11.4,8500,1.0,22.5,0,LANDSLIDE_OBSERVATION_CATALOG
14.16,2711.7,65.5,1,1063.5,393.5,3.5,1.3,1.3,1.3,1.3,0.98,0.142,0.161,0.181,60.2,8.4,8500,1.0,0.8,0,LANDSLIDE_OBSERVATION_CATALOG
13.1,435.9,77.5,1,371.4,407.6,3.0,2.3,2.3,2.3,27.5,1.72,0.143,0.182,0.193,60.3,23.2,8500,1.0,0.9,0,LANDSLIDE_OBSERVATION_CATALOG
26.91,510.8,170.6,0,94.6,504.2,4.0,2.3,9.5,14.2,38.4,10.65,0.158,0.191,0.198,62.1,22.7,8500,2.0,1.0,0,LANDSLIDE_OBSERVATION_CATALOG
32.55,1811.8,291.9,4,1471.0,393.2,3.5,25.4,63.4,174.5,303.1,130.88,0.363,0.402,0.325,86.2,14.2,8500,1.0,9.1,0,LANDSLIDE_OBSERVATION_CATALOG
24.27,20.0,307.6,2,157.2,883.8,4.0,13.7,72.9,159.2,340.7,119.4,0.344,0.433,0.344,83.9,25.9,8500,2.0,5.3,0,LANDSLIDE_OBSERVATION_CATALOG
35.91,2883.3,182.4,1,312.2,194.0,3.5,18.5,39.6,117.4,248.4,88.05,0.29,0.359,0.299,77.6,7.3,8500,1.0,4.1,0,LANDSLIDE_OBSERVATION_CATALOG
25.81,1450.7,75.4,3,564.8,46.8,3.0,8.1,17.6,17.6,17.6,13.2,0.163,0.174,0.188,62.6,16.6,8500,1.0,2.5,0,LANDSLIDE_OBSERVATION_CATALOG
5.82,1038.9,98.1,1,341.9,43.8,3.0,18.2,18.2,145.2,219.6,108.9,0.326,0.336,0.285,81.8,19.2,8500,1.0,1.2,0,LANDSLIDE_OBSERVATION_CATALOG
5.56,2377.0,269.9,0,330.6,29.0,4.0,16.4,57.7,102.6,253.1,76.95,0.271,0.362,0.301,75.4,10.5,8500,1.0,1.2,0,LANDSLIDE_OBSERVATION_CATALOG
41.29,1185.0,208.4,3,1265.1,259.9,3.0,27.9,79.2,210.0,406.6,157.5,0.409,0.485,0.375,91.5,18.3,8500,1.0,23.0,0,LANDSLIDE_OBSERVATION_CATALOG
18.0,862.0,266.5,2,5.0,68.5,3.0,6.6,24.1,52.9,108.8,39.67,0.208,0.247,0.232,67.9,20.4,15000,3.0,2.6,0,LANDSLIDE_OBSERVATION_CATALOG
24.43,2049.3,8.4,2,327.7,341.5,3.0,12.6,38.5,58.8,126.4,44.1,0.215,0.261,0.241,68.8,12.7,8500,1.0,1.4,0,LANDSLIDE_OBSERVATION_CATALOG
15.61,2960.2,214.9,3,476.4,172.8,3.0,3.2,3.2,9.8,36.2,7.35,0.153,0.189,0.197,61.5,6.8,8500,1.0,1.5,0,LANDSLIDE_OBSERVATION_CATALOG
12.14,36.7,43.8,2,77.7,193.0,3.0,23.5,96.2,295.5,734.0,221.62,0.518,0.52,0.48,99.0,25.8,8500,2.0,11.3,0,LANDSLIDE_OBSERVATION_CATALOG
11.21,562.1,226.7,2,338.3,254.1,3.0,12.5,48.8,150.5,339.8,112.88,0.333,0.432,0.343,82.6,22.3,8500,1.0,1.6,0,LANDSLIDE_OBSERVATION_CATALOG
16.19,349.9,87.5,0,118.8,35.4,3.0,16.9,41.4,88.0,184.6,66.0,0.253,0.308,0.269,73.2,23.7,8500,2.0,1.4,0,LANDSLIDE_OBSERVATION_CATALOG
12.41,2528.2,292.3,2,76.4,544.5,3.0,27.9,27.9,178.9,307.1,134.18,0.369,0.406,0.327,86.8,9.6,8500,2.0,3.8,0,LANDSLIDE_OBSERVATION_CATALOG
5.5,190.8,276.1,0,23.3,453.9,4.0,10.5,39.8,93.1,140.5,69.82,0.259,0.272,0.247,74.0,24.8,15000,3.0,0.6,0,LANDSLIDE_OBSERVATION_CATALOG
28.85,142.4,226.6,3,359.4,62.7,3.0,9.1,16.6,36.3,110.3,27.22,0.186,0.248,0.233,65.4,25.1,8500,1.0,3.3,0,LANDSLIDE_OBSERVATION_CATALOG
26.35,1745.8,57.3,1,265.7,493.2,4.0,6.3,22.8,62.4,154.9,46.8,0.22,0.284,0.254,69.4,14.7,8500,1.0,2.2,0,LANDSLIDE_OBSERVATION_CATALOG
27.7,1848.1,106.0,4,161.6,3143.8,4.0,76.9,76.9,503.0,1020.7,377.25,0.55,0.52,0.48,99.0,14.0,8500,2.0,70.2,2,LANDSLIDE_OBSERVATION_CATALOG
17.56,1167.5,231.6,3,1006.8,785.3,4.0,22.4,98.7,246.2,471.7,184.65,0.455,0.52,0.406,96.9,18.4,8500,1.0,11.3,0,LANDSLIDE_OBSERVATION_CATALOG
17.29,1634.8,110.5,0,624.1,68.6,3.0,4.4,12.4,39.2,39.2,29.4,0.19,0.191,0.199,65.9,15.4,8500,1.0,0.9,0,LANDSLIDE_OBSERVATION_CATALOG
16.68,2138.4,334.6,3,493.4,493.4,3.0,13.4,45.2,113.8,207.8,85.35,0.286,0.326,0.28,77.1,12.1,8500,1.0,2.6,0,LANDSLIDE_OBSERVATION_CATALOG
37.85,2520.7,257.9,1,53.8,99.4,3.5,33.8,84.6,209.0,415.6,156.75,0.408,0.492,0.379,91.3,9.6,15000,3.0,22.1,0,LANDSLIDE_OBSERVATION_CATALOG
25.0,1126.1,243.0,2,799.3,970.1,3.5,49.1,176.4,349.8,704.4,262.35,0.55,0.52,0.48,99.0,18.7,8500,1.0,69.7,2,LANDSLIDE_OBSERVATION_CATALOG
0.0,1295.9,135.0,1,87.0,78.2,3.0,6.0,29.2,68.6,89.6,51.45,0.228,0.232,0.223,70.3,17.6,8500,2.0,0.5,0,LANDSLIDE_OBSERVATION_CATALOG
29.03,2512.5,203.3,4,184.4,201.9,3.0,15.2,57.1,141.1,376.2,105.82,0.321,0.461,0.361,81.2,9.7,8500,2.0,7.6,0,LANDSLIDE_OBSERVATION_CATALOG
9.82,1288.2,132.6,1,526.3,5022.7,3.0,7.3,43.2,101.5,237.5,76.12,0.27,0.35,0.294,75.2,17.6,8500,1.0,1.1,0,LANDSLIDE_OBSERVATION_CATALOG
4.14,1203.8,110.6,2,199.4,300.0,4.0,52.2,206.7,600.0,1170.3,450.0,0.55,0.52,0.48,99.0,18.2,8500,2.0,40.5,1,LANDSLIDE_OBSERVATION_CATALOG
22.4,1240.3,90.3,3,588.9,649.4,3.5,19.3,19.3,145.9,344.5,109.43,0.327,0.436,0.345,81.9,17.9,8500,1.0,6.0,0,LANDSLIDE_OBSERVATION_CATALOG
29.56,544.9,250.2,7,710.9,341.1,3.0,8.0,40.8,104.3,276.3,78.22,0.274,0.381,0.313,75.6,22.5,8500,1.0,13.4,0,LANDSLIDE_OBSERVATION_CATALOG
16.16,1715.1,318.4,4,652.7,1463.8,4.0,30.2,133.9,358.0,814.4,268.5,0.55,0.52,0.48,99.0,14.9,8500,1.0,21.7,0,LANDSLIDE_OBSERVATION_CATALOG
18.38,1308.0,202.3,2,1932.8,258.3,3.0,23.7,82.8,237.6,496.1,178.2,0.444,0.52,0.418,95.6,17.5,8500,1.0,6.6,0,LANDSLIDE_OBSERVATION_CATALOG
0.66,1225.5,67.9,2,24.6,1328.5,3.0,18.0,70.6,204.0,526.5,153.0,0.401,0.52,0.433,90.6,18.0,15000,3.0,4.3,0,LANDSLIDE_OBSERVATION_CATALOG
10.21,1859.1,73.5,2,229.7,167.3,3.0,27.8,95.0,217.3,407.9,162.98,0.418,0.486,0.376,92.6,13.9,8500,2.0,3.1,0,LANDSLIDE_OBSERVATION_CATALOG
48.25,1200.0,246.7,1,517.0,56.2,3.0,46.0,129.0,248.5,383.6,186.38,0.458,0.467,0.364,97.3,18.2,8500,1.0,19.0,0,LANDSLIDE_OBSERVATION_CATALOG
32.42,1356.6,131.8,1,854.6,1409.3,3.0,8.8,32.5,118.6,273.6,88.95,0.292,0.379,0.311,77.8,17.2,8500,1.0,3.4,0,LANDSLIDE_OBSERVATION_CATALOG
8.2,950.8,144.0,1,88.0,285.4,3.5,18.5,40.4,68.7,160.0,51.53,0.228,0.288,0.257,70.3,19.8,8500,2.0,1.4,0,LANDSLIDE_OBSERVATION_CATALOG
0.0,1903.0,302.9,0,139.2,1243.2,3.0,13.4,37.0,50.4,127.8,37.8,0.205,0.262,0.241,67.6,13.6,8500,2.0,0.6,0,LANDSLIDE_OBSERVATION_CATALOG
12.47,1378.9,126.1,0,495.1,207.6,3.0,9.4,34.4,56.9,73.8,42.67,0.213,0.219,0.215,68.5,17.0,8500,1.0,0.7,0,LANDSLIDE_OBSERVATION_CATALOG
0.0,956.0,117.4,0,1167.4,328.9,3.5,2.8,12.3,14.6,14.6,10.95,0.159,0.172,0.187,62.2,19.8,8500,1.0,0.3,0,LANDSLIDE_OBSERVATION_CATALOG
9.24,1247.2,228.1,0,419.5,130.2,3.0,17.6,71.6,177.9,268.4,133.43,0.368,0.375,0.309,86.7,17.9,8500,1.0,1.9,0,LANDSLIDE_OBSERVATION_CATALOG
36.69,2551.9,300.8,1,62.9,218.1,3.0,8.6,30.5,92.5,204.1,69.38,0.258,0.323,0.278,73.9,9.4,8500,2.0,4.8,0,LANDSLIDE_OBSERVATION_CATALOG
19.84,858.2,202.6,2,585.1,287.0,3.0,3.3,8.0,45.8,75.7,34.35,0.199,0.221,0.216,66.9,20.4,8500,1.0,2.4,0,LANDSLIDE_OBSERVATION_CATALOG
16.37,1453.8,250.6,2,1041.9,725.1,4.0,5.1,5.1,68.8,187.3,51.6,0.228,0.31,0.27,70.3,16.6,8500,1.0,1.2,0,LANDSLIDE_OBSERVATION_CATALOG
20.41,1992.4,277.0,3,5.0,404.6,3.0,61.0,251.9,480.0,784.3,360.0,0.55,0.52,0.48,99.0,13.0,15000,3.0,31.9,1,LANDSLIDE_OBSERVATION_CATALOG
39.32,968.0,71.4,5,24.8,163.2,3.0,10.0,34.7,107.9,217.3,80.93,0.278,0.334,0.284,76.2,19.7,15000,3.0,17.9,0,LANDSLIDE_OBSERVATION_CATALOG
16.22,928.7,322.9,1,107.4,387.3,4.0,34.6,88.3,253.2,490.3,189.9,0.464,0.52,0.415,98.0,20.0,8500,2.0,4.1,0,LANDSLIDE_OBSERVATION_CATALOG
34.09,276.3,129.0,7,64.2,3107.9,3.5,29.4,91.3,198.4,447.6,148.8,0.394,0.518,0.395,89.8,24.2,8500,2.0,29.3,1,LANDSLIDE_OBSERVATION_CATALOG
4.6,1479.2,277.9,2,672.3,681.1,3.0,17.3,63.3,161.1,387.9,120.82,0.346,0.47,0.366,84.2,16.4,8500,1.0,2.3,0,LANDSLIDE_OBSERVATION_CATALOG
20.62,2154.8,126.3,2,661.5,2101.5,3.0,2.7,13.5,64.5,130.4,48.38,0.223,0.264,0.243,69.7,12.0,8500,1.0,2.0,0,LANDSLIDE_OBSERVATION_CATALOG
30.24,2099.2,119.8,3,501.2,1613.3,3.0,8.7,8.7,62.0,100.5,46.5,0.219,0.24,0.228,69.3,12.4,8500,1.0,2.6,0,LANDSLIDE_OBSERVATION_CATALOG
41.77,1219.6,297.5,2,14.9,240.2,3.0,22.0,64.0,103.3,247.1,77.47,0.272,0.358,0.299,75.5,18.1,15000,3.0,6.7,0,LANDSLIDE_OBSERVATION_CATALOG
31.9,1871.7,30.5,4,236.6,344.0,3.0,18.4,69.5,167.7,399.3,125.77,0.355,0.479,0.372,85.2,13.8,8500,2.0,10.4,0,LANDSLIDE_OBSERVATION_CATALOG
28.05,1601.7,214.1,0,224.4,2376.9,3.5,5.1,27.1,46.5,116.7,34.88,0.2,0.253,0.236,67.0,15.6,8500,2.0,2.6,0,LANDSLIDE_OBSERVATION_CATALOG
14.46,785.6,86.3,2,1780.1,1224.4,3.0,30.0,116.1,243.5,599.4,182.62,0.452,0.52,0.468,96.5,20.9,8500,1.0,5.5,0,LANDSLIDE_OBSERVATION_CATALOG
6.05,1092.1,5.2,1,308.1,43.5,3.0,26.0,100.9,272.3,520.4,204.23,0.489,0.52,0.43,99.0,18.9,8500,1.0,2.4,0,LANDSLIDE_OBSERVATION_CATALOG
17.76,952.1,297.9,4,275.3,300.0,3.0,13.6,52.4,132.0,350.6,99.0,0.309,0.44,0.348,79.8,19.8,8500,1.0,4.4,0,LANDSLIDE_OBSERVATION_CATALOG
43.9,1398.8,281.8,4,158.7,704.8,3.0,24.4,75.8,143.3,364.8,107.48,0.323,0.452,0.355,81.5,16.9,8500,2.0,15.3,0,LANDSLIDE_OBSERVATION_CATALOG
38.98,2274.2,357.9,4,56.5,447.2,4.0,18.3,43.4,130.4,262.7,97.8,0.307,0.37,0.306,79.6,11.2,15000,3.0,11.6,0,LANDSLIDE_OBSERVATION_CATALOG
26.7,1739.8,228.6,4,43.9,957.3,3.0,45.9,149.2,327.4,839.4,245.55,0.55,0.52,0.48,99.0,14.7,15000,3.0,29.0,1,LANDSLIDE_OBSERVATION_CATALOG
0.0,20.0,288.1,0,360.4,93.1,3.0,6.4,6.4,6.4,6.4,4.8,0.148,0.165,0.183,61.0,25.9,8500,1.0,0.2,0,LANDSLIDE_OBSERVATION_CATALOG
29.19,2796.5,132.4,2,23.7,979.7,3.5,19.0,64.6,150.5,370.7,112.88,0.333,0.457,0.358,82.6,7.8,15000,3.0,7.5,0,LANDSLIDE_OBSERVATION_CATALOG
18.82,20.0,230.8,1,491.8,377.0,3.0,26.6,68.4,144.7,250.4,108.52,0.325,0.36,0.3,81.7,25.9,8500,1.0,1.9,0,LANDSLIDE_OBSERVATION_CATALOG
12.74,84.8,152.1,3,49.2,13.5,3.0,13.8,61.8,156.8,388.2,117.6,0.341,0.471,0.366,83.5,25.4,15000,3.0,3.9,0,LANDSLIDE_OBSERVATION_CATALOG
39.28,2493.6,155.1,0,1184.4,1290.1,3.0,6.6,25.6,48.1,115.9,36.08,0.202,0.253,0.236,67.2,9.8,8500,1.0,2.2,0,LANDSLIDE_OBSERVATION_CATALOG
20.84,2752.6,179.4,0,80.2,146.4,3.0,5.2,11.7,37.3,89.8,27.97,0.188,0.232,0.223,65.6,8.1,8500,2.0,1.8,0,LANDSLIDE_OBSERVATION_CATALOG
11.01,801.3,203.4,3,42.1,361.4,3.0,7.3,18.0,50.2,64.8,37.65,0.204,0.212,0.211,67.5,20.8,15000,3.0,1.4,0,LANDSLIDE_OBSERVATION_CATALOG
23.89,1671.9,346.9,0,357.2,1824.4,3.0,7.6,27.0,79.4,168.5,59.55,0.242,0.295,0.261,71.9,15.1,8500,1.0,1.5,0,LANDSLIDE_OBSERVATION_CATALOG
13.46,640.5,13.4,4,160.4,103.5,3.0,12.9,57.4,175.4,412.2,131.55,0.365,0.49,0.378,86.3,21.8,8500,2.0,6.4,0,LANDSLIDE_OBSERVATION_CATALOG
29.48,3053.4,286.6,2,1983.9,442.8,3.0,1.8,3.8,3.8,3.8,2.85,0.145,0.163,0.182,60.6,6.2,8500,1.0,3.0,0,LANDSLIDE_OBSERVATION_CATALOG
45.37,1185.8,175.9,4,135.7,1049.5,3.0,37.1,96.8,256.4,482.7,192.3,0.468,0.52,0.412,98.5,18.3,8500,2.0,32.4,1,LANDSLIDE_OBSERVATION_CATALOG
46.57,1566.2,102.3,3,411.7,1989.1,3.0,12.9,58.6,116.6,283.0,87.45,0.289,0.386,0.316,77.5,15.8,8500,1.0,12.3,0,LANDSLIDE_OBSERVATION_CATALOG
