record_id,state,district,latitude,longitude,elevation_m,slope_deg,aspect_deg,soil_type,land_cover,distance_to_road_m,distance_to_river_m,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,historical_landslide_count_5km,date,landslide_occurred,data_source,state_encoded,district_encoded,soil_type_encoded,land_cover_encoded
TG-004577,Tripura,South Tripura,23.9151,91.37842,1290.4,0.0,71.7,Clay Loam,Dense Forest,308.6,880.0,8.8,27.9,64.1,158.1,274.2,0,2018-04-25,0,DEMO DATA,7,36,0,3
TG-000193,Nagaland,Kohima,26.38905,95.18757,2240.4,17.6,207.3,Sandy Loam,Sparse Forest,784.9,217.1,63.1,175.9,349.3,598.0,1087.7,7,2024-08-02,0,DEMO DATA,5,19,4,6
TG-001512,Nagaland,Tuensang,26.0955,94.3195,1004.1,19.29,26.9,Sandy Loam,Built-up/Urban,157.6,236.9,29.9,118.6,313.3,788.1,1399.1,2,2024-05-14,1,DEMO DATA,5,39,4,2
TG-000274,Meghalaya,Jaintia Hills,25.86503,90.24533,2049.0,28.11,53.8,Sandy Loam,Grassland,1808.1,155.4,18.4,71.6,166.9,442.6,585.0,0,2020-02-29,0,DEMO DATA,3,15,4,4
TG-002211,Nagaland,Wokha,26.33533,94.58375,1390.4,30.76,63.1,Sandy Loam,Built-up/Urban,160.2,59.0,1.2,14.1,16.8,66.0,5.9,0,2025-11-23,0,DEMO DATA,5,48,4,2
TG-002964,Meghalaya,East Khasi Hills,25.93013,92.55432,825.3,31.41,170.3,Laterite,Dense Forest,524.1,440.4,45.3,178.3,332.0,701.8,1321.2,4,2023-12-08,0,DEMO DATA,3,9,1,3
TG-007674,Mizoram,Serchhip,22.81129,92.60784,1374.4,24.26,33.2,Silty Clay,Grassland,365.2,191.5,31.6,106.9,340.8,580.0,1032.3,6,2017-12-22,0,DEMO DATA,4,32,5,4
TG-011699,Meghalaya,Ri Bhoi,25.09039,92.65722,1700.5,34.55,161.3,Laterite,Grassland,699.0,414.7,30.4,127.2,248.4,450.5,872.6,2,2024-02-26,0,DEMO DATA,3,28,1,4
TG-006295,Assam,Sonitpur,26.99915,92.59493,1197.5,33.6,314.7,Sandy Loam,Built-up/Urban,80.3,291.7,7.5,20.2,64.4,197.8,409.5,2,2022-03-11,0,DEMO DATA,1,33,4,2
TG-008751,Assam,Kamrup,27.03488,94.20213,2346.5,8.12,227.5,Silty Clay,Dense Forest,214.8,179.2,15.9,55.3,109.5,187.8,243.5,1,2019-06-25,0,DEMO DATA,1,16,5,3
TG-011945,Tripura,Dhalai,23.53669,92.26762,996.6,21.79,42.3,Sandy Loam,Barren/Rocky,591.1,1236.5,13.5,58.7,166.4,305.6,618.2,1,2017-08-03,0,DEMO DATA,7,5,4,1
TG-009311,Sikkim,East Sikkim,27.35145,88.18605,1333.4,12.6,293.0,Laterite,Agricultural Land,215.3,365.8,28.7,99.1,310.8,755.8,1392.7,1,2015-07-16,0,DEMO DATA,6,10,1,0
TG-007115,Tripura,Sepahijala,23.59879,91.42178,624.1,9.52,303.9,Sandy Loam,Grassland,11.7,391.4,24.8,46.9,168.6,471.7,744.4,1,2025-10-19,0,DEMO DATA,7,31,4,4
TG-011955,Assam,Dibrugarh,24.3118,92.91973,954.9,13.85,197.4,Rocky/Gravelly,Agricultural Land,666.4,470.3,32.5,102.3,206.1,412.1,885.2,0,2025-10-22,0,DEMO DATA,1,6,3,0
TG-001389,Manipur,Churachandpur,23.9034,93.00027,1316.1,11.22,93.8,Rocky/Gravelly,Sparse Forest,150.8,54.1,17.8,69.0,186.6,335.5,722.6,2,2023-01-14,0,DEMO DATA,2,4,3,6
TG-011511,Assam,Dima Hasao,27.21821,91.06445,402.1,11.45,63.3,Silty Clay,Sparse Forest,6.1,1481.3,66.5,177.3,440.8,714.0,1328.3,2,2021-03-29,1,DEMO DATA,1,7,5,6
TG-004772,Assam,Karbi Anglong,25.89712,93.883,983.6,0.0,116.2,Loam,Dense Forest,350.6,1235.0,11.5,40.6,98.6,205.6,312.7,0,2021-06-28,0,DEMO DATA,1,17,2,3
TG-010783,Manipur,Ukhrul,24.68717,93.60374,1548.1,32.97,118.9,Loam,Dense Forest,397.1,384.7,24.8,90.3,286.9,693.6,1015.2,0,2015-12-06,0,DEMO DATA,2,40,2,3
TG-002736,Tripura,Khowai,24.19078,92.20993,1061.1,4.58,33.5,Clay Loam,Sparse Forest,252.4,627.1,17.0,51.7,95.3,163.5,201.8,1,2024-02-24,0,DEMO DATA,7,18,0,6
TG-007247,Arunachal Pradesh,West Kameng,27.07451,92.70352,2151.1,30.9,320.7,Loam,Built-up/Urban,487.6,292.9,3.7,17.7,19.6,54.0,23.8,1,2018-03-27,0,DEMO DATA,0,43,2,2
TG-011519,Meghalaya,South Garo Hills,25.93926,90.59048,1740.7,9.62,41.5,Sandy Loam,Dense Forest,1006.0,2580.5,31.0,110.2,308.3,695.0,1040.1,0,2022-03-27,0,DEMO DATA,3,34,4,3
TG-011599,Assam,Golaghat,26.20195,92.51088,2235.5,0.0,333.7,Loam,Dense Forest,140.9,2483.1,2.5,27.0,50.9,106.4,192.3,1,2023-10-09,0,DEMO DATA,1,11,2,3
TG-003519,Tripura,Khowai,23.56398,91.23381,993.4,30.17,181.1,Silty Clay,Grassland,827.8,351.2,35.9,152.6,301.0,546.9,710.7,1,2016-04-03,0,DEMO DATA,7,18,5,4
TG-003653,Mizoram,Lunglei,22.48718,93.01604,364.1,36.36,190.7,Laterite,Shrubland,139.3,1478.8,8.7,38.8,86.2,177.2,272.0,1,2021-06-11,0,DEMO DATA,4,23,1,5
TG-000749,Assam,Dibrugarh,25.50391,93.89153,2077.2,9.75,305.5,Silty Clay,Agricultural Land,187.1,229.6,6.0,9.5,23.9,43.1,67.4,1,2021-03-05,0,DEMO DATA,1,6,5,0
TG-007563,Sikkim,South Sikkim,27.74129,88.16665,2226.5,29.4,0.6,Rocky/Gravelly,Dense Forest,40.5,918.7,12.1,35.9,68.0,86.1,51.2,5,2022-04-12,0,DEMO DATA,6,35,3,3
TG-008700,Nagaland,Mokokchung,25.45626,95.73235,1048.8,42.66,242.4,Rocky/Gravelly,Grassland,168.9,222.8,9.8,37.6,83.4,120.1,220.4,5,2023-03-21,0,DEMO DATA,5,24,3,4
TG-011245,Assam,Sonitpur,26.10274,92.71561,20.0,0.0,108.8,Sandy Loam,Sparse Forest,177.7,337.3,76.2,217.8,410.4,916.0,1681.3,0,2021-02-10,0,DEMO DATA,1,33,4,6
TG-003294,Sikkim,North Sikkim,27.1955,88.77168,1141.1,14.36,347.4,Clay Loam,Sparse Forest,1275.0,52.3,32.0,130.0,283.5,745.6,1015.4,2,2025-10-27,0,DEMO DATA,6,26,0,6
TG-000959,Assam,Golaghat,25.4317,95.49513,2053.9,0.0,335.5,Rocky/Gravelly,Built-up/Urban,260.7,182.8,15.5,60.7,186.0,301.3,613.8,1,2016-06-14,0,DEMO DATA,1,11,3,2
TG-003666,Meghalaya,South Garo Hills,25.35794,90.394,1258.4,4.79,200.3,Silty Clay,Built-up/Urban,193.2,1264.3,3.2,27.5,61.5,150.2,255.9,0,2022-12-14,0,DEMO DATA,3,34,5,2
TG-007870,Arunachal Pradesh,Changlang,28.17986,92.20869,723.2,19.99,354.9,Loam,Shrubland,1092.6,622.7,23.4,62.1,154.4,332.0,574.1,1,2018-11-05,0,DEMO DATA,0,3,2,5
TG-001100,Assam,Cachar,25.09062,93.93861,1413.7,11.75,44.7,Laterite,Barren/Rocky,216.1,610.1,47.8,143.4,350.6,641.0,978.0,1,2018-06-09,0,DEMO DATA,1,1,1,1
TG-001198,Manipur,Senapati,25.39798,94.63533,1020.6,54.75,7.5,Rocky/Gravelly,Agricultural Land,573.4,296.2,11.0,32.1,45.9,100.2,203.9,1,2018-01-17,0,DEMO DATA,2,30,3,0
TG-010940,Meghalaya,East Khasi Hills,25.76418,90.17797,2026.4,30.48,196.2,Laterite,Agricultural Land,32.4,17.6,41.3,175.0,532.4,1046.6,1386.7,6,2016-08-22,1,DEMO DATA,3,9,1,0
TG-007605,Sikkim,West Sikkim,27.76792,88.70027,1552.9,29.58,251.7,Rocky/Gravelly,Barren/Rocky,252.5,721.2,18.1,42.4,89.9,186.1,261.4,1,2022-10-09,1,DEMO DATA,6,46,3,1
TG-004737,Tripura,Gomati,23.27842,91.23338,2243.0,15.39,7.2,Laterite,Barren/Rocky,2062.3,5.0,49.3,147.5,297.7,472.2,791.3,2,2022-01-25,0,DEMO DATA,7,12,1,1
TG-008626,Assam,Dibrugarh,24.21032,95.81312,1246.0,3.95,228.2,Rocky/Gravelly,Grassland,32.2,295.1,34.1,124.4,389.1,793.5,1258.8,4,2018-11-17,1,DEMO DATA,1,6,3,4
TG-010740,Arunachal Pradesh,Papum Pare,28.73469,95.37238,1695.7,29.5,165.2,Sandy Loam,Dense Forest,5.0,544.9,22.7,78.2,194.8,399.4,697.6,4,2020-03-25,1,DEMO DATA,0,27,4,3
TG-000718,Meghalaya,West Garo Hills,25.96881,90.67729,1839.8,47.33,6.0,Silty Clay,Shrubland,113.8,15.3,29.6,98.6,269.1,471.8,718.8,5,2016-11-13,1,DEMO DATA,3,42,5,5
TG-011392,Nagaland,Wokha,26.94641,93.66135,1280.9,24.31,144.9,Rocky/Gravelly,Agricultural Land,494.3,98.0,35.2,147.6,296.4,497.9,824.6,5,2017-09-22,0,DEMO DATA,5,48,3,0
TG-001909,Tripura,Gomati,24.06902,91.32445,468.3,0.0,36.5,Laterite,Shrubland,755.8,12.4,24.3,90.7,235.9,417.2,678.0,1,2020-08-23,0,DEMO DATA,7,12,1,5
TG-002481,Manipur,Imphal West,23.95007,94.4707,2156.7,31.08,244.5,Clay Loam,Dense Forest,348.6,193.2,9.5,33.9,60.4,106.6,230.0,2,2017-07-24,0,DEMO DATA,2,14,0,3
TG-006096,Mizoram,Saiha,22.44195,92.64481,763.4,25.68,11.4,Loam,Built-up/Urban,13.5,428.6,10.3,40.1,67.1,133.7,204.5,0,2022-10-12,0,DEMO DATA,4,29,2,2
TG-003191,Nagaland,Tuensang,26.90899,94.59523,1800.8,50.86,28.5,Loam,Dense Forest,152.3,1208.4,26.5,84.9,154.4,294.7,461.6,4,2024-10-14,0,DEMO DATA,5,39,2,3
TG-010005,Meghalaya,West Khasi Hills,26.04345,92.3765,1774.3,54.83,13.0,Rocky/Gravelly,Dense Forest,506.4,576.8,34.7,145.5,412.3,922.1,1337.4,3,2022-10-19,1,DEMO DATA,3,44,3,3
TG-010619,Meghalaya,Jaintia Hills,25.40766,92.24908,1123.7,3.18,63.7,Laterite,Dense Forest,149.8,489.9,21.0,74.9,181.7,380.5,713.6,0,2020-09-23,0,DEMO DATA,3,15,1,3
TG-005334,Arunachal Pradesh,Upper Siang,28.99328,94.14386,1929.1,0.0,184.1,Rocky/Gravelly,Sparse Forest,1526.9,221.2,22.9,84.3,217.7,399.7,714.1,1,2017-05-15,0,DEMO DATA,0,41,3,6
TG-000253,Meghalaya,Jaintia Hills,25.06705,91.296,1398.8,43.9,281.8,Sandy Loam,Built-up/Urban,158.7,704.8,24.4,75.8,143.3,364.8,709.7,4,2022-12-28,0,DEMO DATA,3,15,4,2
TG-005153,Meghalaya,Ri Bhoi,25.7856,90.62969,606.3,13.2,230.4,Loam,Dense Forest,16.1,2202.4,47.6,125.6,402.2,696.8,977.2,4,2016-04-21,0,DEMO DATA,3,28,2,3
TG-010579,Sikkim,West Sikkim,27.40357,88.04454,2021.6,3.46,126.0,Laterite,Dense Forest,170.1,1012.0,2.9,24.1,69.0,87.7,179.9,0,2024-01-03,0,DEMO DATA,6,46,1,3
TG-011932,Arunachal Pradesh,West Kameng,27.38065,95.81262,1128.4,22.94,38.7,Laterite,Shrubland,654.2,291.9,25.6,66.1,181.6,437.5,824.5,1,2022-09-19,0,DEMO DATA,0,43,1,5
TG-005812,Sikkim,South Sikkim,27.70296,88.46609,1915.9,15.01,62.3,Silty Clay,Agricultural Land,84.8,542.9,5.9,32.0,75.7,152.9,266.4,2,2025-01-21,0,DEMO DATA,6,35,5,0
TG-004428,Assam,Nagaon,24.38497,94.33424,452.6,0.0,154.0,Rocky/Gravelly,Agricultural Land,553.7,283.3,4.1,20.5,89.7,120.3,153.3,0,2021-12-01,0,DEMO DATA,1,25,3,0
TG-003784,Manipur,Tamenglong,24.89329,93.63431,1276.0,17.03,6.4,Clay Loam,Dense Forest,239.3,250.0,16.9,82.6,184.3,513.7,774.2,2,2016-12-15,1,DEMO DATA,2,37,0,3
TG-009283,Mizoram,Saiha,22.88182,92.42526,2392.5,15.91,140.9,Sandy Loam,Shrubland,127.2,714.6,39.1,169.2,307.7,747.3,1224.3,0,2016-03-03,0,DEMO DATA,4,29,4,5
TG-009532,Mizoram,Lunglei,22.02288,93.14457,2372.6,26.32,32.5,Sandy Loam,Agricultural Land,91.8,16.3,3.1,3.3,28.1,0.0,59.7,3,2016-03-07,0,DEMO DATA,4,23,4,0
TG-010553,Tripura,West Tripura,23.55614,91.21469,1819.4,15.79,275.1,Loam,Sparse Forest,349.4,345.2,16.7,43.0,127.6,245.7,321.9,0,2019-11-26,0,DEMO DATA,7,47,2,6
TG-010807,Sikkim,East Sikkim,27.54778,88.18026,1692.8000000000002,33.85,213.4,Loam,Shrubland,52.0,2405.7,6.7,21.5,81.5,212.5,347.2,3,2021-02-14,0,DEMO DATA,6,10,2,5
TG-004298,Tripura,South Tripura,23.57824,91.68395,380.0,29.39,93.2,Rocky/Gravelly,Dense Forest,146.2,1041.0,28.7,101.4,258.1,613.3,968.5,1,2021-07-03,1,DEMO DATA,7,36,3,3
TG-004383,Mizoram,Aizawl,22.71595,92.76095,469.1,18.56,233.1,Loam,Sparse Forest,168.3,1851.6,28.9,99.3,198.4,464.4,942.1,4,2021-06-08,0,DEMO DATA,4,0,2,6
TG-003340,Arunachal Pradesh,West Siang,28.34204,93.47835,927.0,35.18,339.4,Loam,Agricultural Land,233.2,618.4,31.1,81.8,182.8,478.3,787.8,4,2021-09-17,0,DEMO DATA,0,45,2,0
TG-004988,Assam,Golaghat,24.7494,94.85196,2512.0,39.25,20.4,Silty Clay,Dense Forest,27.0,317.7,15.6,50.8,153.7,374.8,666.7,5,2021-06-11,0,DEMO DATA,1,11,5,3
TG-009918,Mizoram,Champhai,23.6103,92.84218,964.6,47.94,181.2,Rocky/Gravelly,Agricultural Land,1055.9,428.6,5.4,23.4,52.2,125.8,184.7,1,2021-06-04,0,DEMO DATA,4,2,3,0
TG-010842,Nagaland,Tuensang,25.96945,93.8532,2197.1,12.06,248.9,Sandy Loam,Sparse Forest,272.1,369.2,26.5,77.0,261.0,438.4,649.5,2,2024-06-02,0,DEMO DATA,5,39,4,6
TG-010248,Tripura,South Tripura,23.95909,91.67022,1495.2,21.46,100.4,Laterite,Agricultural Land,460.4,195.6,12.3,44.2,110.3,238.1,438.0,1,2023-11-08,0,DEMO DATA,7,36,1,0
TG-005245,Arunachal Pradesh,West Kameng,27.76317,96.70527,1683.3,24.93,24.0,Laterite,Grassland,572.3,850.2,15.6,39.7,60.4,157.8,152.6,1,2017-04-21,0,DEMO DATA,0,43,1,4
TG-001618,Arunachal Pradesh,West Siang,28.34535,94.89679,2080.5,38.83,69.3,Sandy Loam,Built-up/Urban,194.9,30.7,20.2,89.4,183.5,423.3,804.5,0,2023-10-12,0,DEMO DATA,0,45,4,2
TG-003099,Meghalaya,West Garo Hills,25.76654,92.07447,861.3,30.36,178.6,Rocky/Gravelly,Sparse Forest,548.3,495.0,20.7,86.5,245.0,482.6,683.3,2,2018-01-03,0,DEMO DATA,3,42,3,6
TG-005911,Assam,Sonitpur,25.58367,92.71007,2215.5,4.65,7.8,Loam,Dense Forest,18.7,782.8,10.6,41.0,122.5,203.9,229.8,0,2025-03-18,0,DEMO DATA,1,33,2,3
TG-000412,Mizoram,Aizawl,23.70267,93.25888,1082.4,25.31,237.9,Rocky/Gravelly,Agricultural Land,616.1,428.6,16.1,52.5,112.8,208.7,350.4,1,2017-06-17,0,DEMO DATA,4,0,3,0
TG-006029,Meghalaya,Ri Bhoi,26.03071,92.35444,2257.1,18.88,65.0,Laterite,Shrubland,340.1,660.5,18.6,67.6,206.4,533.3,795.5,4,2017-11-01,1,DEMO DATA,3,28,1,5
TG-008811,Arunachal Pradesh,Papum Pare,27.67617,91.93974,591.4,26.335,32.6,Rocky/Gravelly,Agricultural Land,216.1,1625.9,13.0,56.3,185.7,449.5,890.1,1,2018-09-25,0,DEMO DATA,0,27,3,0
TG-011424,Arunachal Pradesh,Lohit,27.29019,92.02122,1533.8,39.65,268.9,Rocky/Gravelly,Agricultural Land,142.0,559.9,14.5,55.3,163.3,366.7,547.7,2,2021-07-29,0,DEMO DATA,0,21,3,0
TG-000691,Manipur,Ukhrul,24.70579,93.2769,1399.4,16.24,341.7,Rocky/Gravelly,Agricultural Land,676.6,704.4,28.3,97.4,297.7,646.5,912.4,1,2016-01-27,0,DEMO DATA,2,40,3,0
TG-001285,Manipur,Imphal West,25.47976,94.0851,1476.6,8.91,260.2,Laterite,Dense Forest,119.9,137.8,7.7,34.5,126.3,244.9,284.4,4,2017-01-08,0,DEMO DATA,2,14,1,3
TG-010267,Meghalaya,South Garo Hills,25.14253,92.59015,1135.9,8.46,138.3,Sandy Loam,Built-up/Urban,29.0,741.3,4.4,10.0,22.3,11.8,45.5,1,2018-01-13,0,DEMO DATA,3,34,4,2
TG-007053,Meghalaya,Ri Bhoi,25.43918,92.61007,1412.1,15.25,175.5,Silty Clay,Dense Forest,86.6,628.5,35.8,106.5,253.0,515.5,862.8,1,2018-02-16,0,DEMO DATA,3,28,5,3
TG-003900,Sikkim,South Sikkim,27.69428,88.67324,1480.6,34.49,40.8,Silty Clay,Dense Forest,138.7,917.2,11.5,40.6,118.8,213.0,298.4,1,2024-08-30,0,DEMO DATA,6,35,5,3
TG-004710,Arunachal Pradesh,Papum Pare,28.01929,95.3293,2027.6,51.0,289.7,Silty Clay,Sparse Forest,660.0,974.3,4.1,8.4,28.7,39.5,80.0,3,2018-01-15,0,DEMO DATA,0,27,5,6
TG-007979,Manipur,Imphal East,24.78811,93.16422,569.0,22.96,257.5,Sandy Loam,Shrubland,406.2,351.6,19.6,67.9,130.1,174.9,233.6,1,2017-11-11,0,DEMO DATA,2,13,4,5
TG-009085,Nagaland,Zunheboto,26.20643,95.3882,1907.5,31.11,269.4,Rocky/Gravelly,Built-up/Urban,1155.4,2409.6,2.8,11.0,35.1,87.4,153.7,0,2023-04-30,0,DEMO DATA,5,49,3,2
TG-004969,Arunachal Pradesh,Lower Subansiri,26.69747,96.63586,1104.5,33.12,45.4,Rocky/Gravelly,Shrubland,395.1,289.5,26.4,62.8,179.8,449.9,758.8,0,2017-03-20,0,DEMO DATA,0,22,3,5
TG-003551,Arunachal Pradesh,West Siang,28.48232,91.64277,1975.7,43.02,172.1,Silty Clay,Dense Forest,57.4,283.0,27.2,109.6,215.8,491.8,877.7,2,2019-11-26,0,DEMO DATA,0,45,5,3
TG-008896,Mizoram,Kolasib,24.04496,92.35572,2144.3,11.47,332.4,Loam,Agricultural Land,517.0,78.4,28.9,116.3,328.1,575.0,883.8,3,2025-04-18,0,DEMO DATA,4,20,2,0
TG-008844,Meghalaya,East Khasi Hills,25.72255,92.71554,1779.0,15.57,29.5,Sandy Loam,Dense Forest,13.8,547.8,11.8,36.1,103.8,188.7,249.4,0,2015-03-13,0,DEMO DATA,3,9,4,3
TG-010070,Meghalaya,West Garo Hills,25.83936,90.44201,1497.7,20.66,130.0,Laterite,Built-up/Urban,750.3,238.0,49.9,175.4,501.2,982.3,1319.2,4,2022-11-30,0,DEMO DATA,3,42,1,2
TG-005615,Meghalaya,Ri Bhoi,26.09699,91.11503,1575.1,21.74,24.9,Laterite,Barren/Rocky,129.7,1588.5,25.7,103.2,308.4,723.0,1188.1,2,2025-07-13,0,DEMO DATA,3,28,1,1
TG-007759,Mizoram,Aizawl,22.90772,93.38032,1772.6,38.26,83.7,Sandy Loam,Built-up/Urban,598.0,430.0,8.6,35.8,117.1,277.1,436.7,4,2018-07-23,0,DEMO DATA,4,0,4,2
TG-008330,Manipur,Ukhrul,24.12601,93.74802,1555.4,24.43,85.4,Laterite,Dense Forest,282.8,924.4,7.0,15.8,39.8,115.2,178.2,2,2017-10-21,0,DEMO DATA,2,40,1,3
TG-005704,Assam,Kamrup,27.8578,93.42077,574.2,9.24,102.9,Rocky/Gravelly,Dense Forest,8.9,1310.9,12.7,37.8,105.8,147.2,231.1,0,2020-11-12,0,DEMO DATA,1,16,3,3
TG-000367,Arunachal Pradesh,Changlang,27.22539,94.67983,1482.8,55.71,274.7,Silty Clay,Dense Forest,720.7,353.9,19.0,43.3,118.7,264.8,438.2,6,2024-08-29,0,DEMO DATA,0,3,5,3
TG-004841,Nagaland,Dimapur,25.45666,95.24228,1450.1,47.77,173.4,Silty Clay,Agricultural Land,559.0,1780.1,5.4,18.3,28.1,93.0,174.6,5,2023-05-03,0,DEMO DATA,5,8,5,0
TG-001379,Sikkim,East Sikkim,28.10798,88.56761,1064.2,39.92,202.6,Clay Loam,Built-up/Urban,97.3,328.1,34.6,99.6,329.5,684.5,1258.6,2,2015-06-10,1,DEMO DATA,6,10,0,2
TG-003605,Nagaland,Wokha,25.44395,95.48606,1853.6,16.65,328.6,Sandy Loam,Dense Forest,1281.3,331.0,1.9,20.7,63.8,153.1,178.3,0,2015-06-04,0,DEMO DATA,5,48,4,3
TG-002417,Arunachal Pradesh,Changlang,27.82414,91.67347,1884.5,30.04,144.5,Sandy Loam,Shrubland,415.2,15.6,18.4,51.5,135.5,355.3,552.1,1,2022-10-01,0,DEMO DATA,0,3,4,5
TG-011702,Arunachal Pradesh,Upper Siang,26.79688,94.40421,2079.8,29.84,6.0,Laterite,Barren/Rocky,710.8,226.6,3.9,20.4,77.7,180.7,324.9,2,2025-11-26,0,DEMO DATA,0,41,1,1
TG-011669,Sikkim,West Sikkim,27.01746,88.81498,2219.8,31.57,12.5,Sandy Loam,Dense Forest,54.8,1506.9,13.6,54.6,151.5,380.0,601.3,0,2022-11-24,0,DEMO DATA,6,46,4,3
TG-009340,Nagaland,Wokha,25.64197,95.06482,1836.2,21.41,168.0,Sandy Loam,Dense Forest,299.1,327.7,20.3,57.7,130.5,289.5,545.4,1,2016-10-03,0,DEMO DATA,5,48,4,3
TG-011957,Assam,Kamrup,26.43238,91.86889,1694.8,3.58,72.1,Loam,Built-up/Urban,140.9,356.1,56.3,179.1,528.7,1129.7,1457.5,4,2022-07-27,0,DEMO DATA,1,16,2,2
TG-001275,Meghalaya,South Garo Hills,25.37452,91.31776,1311.4,20.96,195.8,Loam,Built-up/Urban,102.9,46.7,13.4,52.1,88.4,206.9,366.8,1,2015-04-30,0,DEMO DATA,3,34,2,2
TG-009469,Meghalaya,West Garo Hills,25.37863,90.19818,722.9,36.54,195.5,Rocky/Gravelly,Barren/Rocky,435.3,408.5,6.3,15.7,39.3,38.0,18.2,3,2023-12-16,0,DEMO DATA,3,42,3,1
TG-011705,Assam,Sonitpur,27.29027,95.85918,1340.8,0.0,192.7,Silty Clay,Built-up/Urban,63.7,1006.6,45.1,181.0,434.9,1150.3,2006.6,4,2020-05-17,0,DEMO DATA,1,33,5,2
TG-004606,Nagaland,Wokha,26.00188,94.90522,946.0,16.02,24.5,Loam,Sparse Forest,103.9,1061.7,18.5,62.9,122.5,285.6,367.5,1,2023-05-22,0,DEMO DATA,5,48,2,6
TG-002613,Nagaland,Zunheboto,25.94257,94.39846,644.7,3.54,247.6,Loam,Sparse Forest,7.8,42.9,10.5,35.3,131.8,253.0,341.4,0,2021-05-18,0,DEMO DATA,5,49,2,6
TG-010415,Mizoram,Lunglei,23.69957,93.33901,20.0,30.19,263.6,Silty Clay,Grassland,448.1,101.8,13.3,23.0,76.0,161.6,300.7,1,2025-10-22,0,DEMO DATA,4,23,5,4
TG-011328,Manipur,Imphal West,23.94937,94.52433,702.2,22.71,249.2,Laterite,Dense Forest,27.6,590.7,21.8,66.9,184.5,276.3,438.6,2,2018-08-10,0,DEMO DATA,2,14,1,3
TG-000033,Sikkim,North Sikkim,27.19529,88.69564,1054.8,30.14,330.8,Loam,Sparse Forest,302.1,293.3,7.7,35.0,83.1,175.3,160.3,0,2022-09-21,0,DEMO DATA,6,26,2,6
TG-002363,Assam,Nagaon,24.8633,95.61764,2059.0,14.09,239.4,Loam,Dense Forest,207.7,299.7,5.8,4.1,19.9,35.8,131.7,1,2019-06-22,0,DEMO DATA,1,25,2,3
TG-006302,Manipur,Imphal East,24.93663,93.58629,904.0,32.02,292.7,Clay Loam,Agricultural Land,326.0,1353.0,9.2,40.1,70.6,93.9,167.4,3,2015-03-28,0,DEMO DATA,2,13,0,0
TG-000392,Sikkim,South Sikkim,27.4043,88.699,2040.7,13.59,101.7,Silty Clay,Grassland,194.6,380.7,13.6,24.8,72.4,122.7,137.1,1,2016-06-28,0,DEMO DATA,6,35,5,4
TG-009779,Sikkim,North Sikkim,28.11861,88.14738,2121.0,39.75,315.9,Laterite,Dense Forest,177.9,1534.4,27.9,76.7,166.4,289.5,455.5,1,2016-07-15,0,DEMO DATA,6,26,1,3
TG-005429,Arunachal Pradesh,Changlang,28.27282,97.28308,1610.1,18.96,284.8,Loam,Shrubland,775.2,35.8,6.8,8.3,23.4,55.8,85.5,0,2019-08-19,0,DEMO DATA,0,3,2,5
TG-002435,Assam,Golaghat,27.59232,90.50262,905.8,9.56,295.7,Sandy Loam,Agricultural Land,221.6,177.5,12.0,48.6,122.0,221.0,321.3,1,2017-09-25,0,DEMO DATA,1,11,4,0
TG-002224,Meghalaya,South Garo Hills,25.26766,90.47345,1162.8,44.4,96.4,Clay Loam,Agricultural Land,273.4,310.2,30.1,96.0,267.2,571.4,872.4,1,2023-09-01,0,DEMO DATA,3,34,0,0
TG-004999,Assam,Kamrup,27.10475,95.50134,1159.3,15.42,95.0,Sandy Loam,Built-up/Urban,156.2,212.2,7.1,24.9,55.0,161.5,241.8,1,2018-05-11,0,DEMO DATA,1,16,4,2
TG-005999,Meghalaya,Ri Bhoi,25.76846,90.88346,1887.0,13.72,169.0,Silty Clay,Barren/Rocky,348.0,1021.9,32.9,97.4,202.2,439.8,666.9,2,2021-01-13,0,DEMO DATA,3,28,5,1
TG-003221,Nagaland,Zunheboto,26.10389,93.59991,2297.0,26.45,205.4,Loam,Dense Forest,514.1,777.2,20.8,48.4,155.1,416.0,798.3,2,2025-01-07,0,DEMO DATA,5,49,2,3
TG-009925,Sikkim,North Sikkim,27.27809,88.54988,1240.2,39.98,1.7,Clay Loam,Grassland,388.6,1328.9,22.7,67.8,172.9,439.1,636.7,8,2015-01-14,1,DEMO DATA,6,26,0,4
TG-001296,Assam,Golaghat,26.31325,90.81688,1314.0,4.74,7.6,Silty Clay,Agricultural Land,165.1,540.5,16.1,40.5,124.7,331.0,595.8,1,2017-08-10,0,DEMO DATA,1,11,5,0
TG-006695,Meghalaya,West Garo Hills,25.49635,90.1482,1573.9,7.97,15.7,Sandy Loam,Sparse Forest,103.2,479.2,31.7,87.1,196.1,415.2,808.4,1,2016-06-12,0,DEMO DATA,3,42,4,6
TG-000759,Assam,Karbi Anglong,25.76523,95.15184,1637.5,0.0,2.7,Sandy Loam,Built-up/Urban,844.2,520.6,29.5,96.3,225.4,536.9,767.2,2,2024-10-23,0,DEMO DATA,1,17,4,2
TG-003516,Meghalaya,East Khasi Hills,25.43115,90.18629,1651.4,53.18,337.0,Loam,Dense Forest,92.6,1350.4,25.8,92.0,213.1,417.1,574.9,4,2015-04-10,0,DEMO DATA,3,9,2,3
