record_id,state,district,latitude,longitude,elevation_m,slope_deg,aspect_deg,soil_type,land_cover,distance_to_road_m,distance_to_river_m,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,historical_landslide_count_5km,date,landslide_probability_true,landslide_occurred,data_source
TG-000129,Mizoram,Aizawl,23.49798,92.8442,2555.6,29.53,77.6,Rocky/Gravelly,Dense Forest,278.4,473.5,45.8,145,325.9,780.5,1073.5,5,18-12-2015,0.3988,1,DEMO DATA
TG-000130,Assam,Cachar,24.94342,90.41762,712.7,6.95,273.9,Loam,Dense Forest,120.7,187.4,18.5,63.9,223.8,349.6,550.5,1,24-06-2018,0.0153,0,DEMO DATA
TG-000131,Tripura,South Tripura,23.92551,91.91122,219.3,19.29,67.2,Rocky/Gravelly,Built-up/Urban,1049.9,900.6,6.4,20.9,35,56.1,100.3,1,09-09-2015,0.0155,0,DEMO DATA
TG-000132,Assam,Dima Hasao,26.15861,90.51193,644.2,0,153.6,Clay Loam,Dense Forest,11.2,807.7,16.3,40.2,97.4,224.7,336.4,1,28-11-2024,0.0067,0,DEMO DATA
TG-000133,Mizoram,Aizawl,22.37786,92.20107,352.3,11.89,44.6,Laterite,Dense Forest,106,70.4,10.4,23.1,75,204.5,402.3,0,12-12-2020,0.0106,0,DEMO DATA
TG-000134,Mizoram,Aizawl,24.46514,93.07358,2969.3,34.1,244.1,Silty Clay,Built-up/Urban,151,6.6,16.6,39.6,84.4,182.2,358.6,1,11-06-2015,0.0462,0,DEMO DATA
TG-000135,Arunachal Pradesh,West Kameng,28.55978,95.35769,1649.9,34.25,33.9,Loam,Dense Forest,670.5,272,20.8,84.3,201.7,322.1,490.9,3,17-05-2024,0.0635,0,DEMO DATA
TG-000136,Assam,Sonitpur,24.14937,91.46771,681.6,16.47,292.3,Sandy Loam,Grassland,186.4,16.1,12.6,63.9,139.6,245,504.4,1,11-05-2023,0.0234,1,DEMO DATA
TG-000137,Sikkim,South Sikkim,28.10299,88.26993,848.1,42.77,124.4,Loam,Barren/Rocky,89.2,60.3,2.8,13.6,10.3,0,27.6,1,11-04-2018,0.0336,0,DEMO DATA
TG-000138,Meghalaya,East Khasi Hills,25.37257,90.48424,1024.7,29.04,342.6,Clay Loam,Shrubland,192.7,914.9,43.1,187.9,495.1,835.7,1118.9,1,17-07-2016,0.4892,1,DEMO DATA
TG-000139,Mizoram,Aizawl,22.99474,92.31722,2271.9,32.6,259.4,Loam,Agricultural Land,679.6,302.5,41,128.5,227.2,434.5,816.8,0,21-02-2025,0.083,1,DEMO DATA
TG-000140,Arunachal Pradesh,Tawang,28.27893,92.01507,2128.8,20.18,196.6,Rocky/Gravelly,Sparse Forest,81.7,628.1,32.7,104.3,256.1,581.2,1107.5,2,13-10-2021,0.1139,0,DEMO DATA
TG-000141,Tripura,Sepahijala,22.94192,91.39121,2231,4.48,188.9,Clay Loam,Built-up/Urban,109.8,374,37.9,84.6,207.2,523.4,956.9,0,11-10-2020,0.0325,0,DEMO DATA
TG-000142,Arunachal Pradesh,Tawang,27.52104,94.47385,983.6,21.2,173,Loam,Grassland,159.2,135.8,30.7,,254.1,428.6,801.6,2,16-06-2022,0.0646,0,DEMO DATA
TG-000143,Manipur,Ukhrul,25.53925,93.81887,2017.6,33.71,311.9,Sandy Loam,Built-up/Urban,391.9,215.6,5.4,28.8,64.8,170.6,198.4,1,10-01-2023,0.0308,0,DEMO DATA
TG-000144,Mizoram,Aizawl,23.5847,92.28948,2197.1,30.41,326.6,Sandy Loam,Barren/Rocky,1098.5,51.5,15.6,59.9,147,252.3,423.5,0,27-08-2024,0.0448,0,DEMO DATA
TG-000145,Sikkim,West Sikkim,27.41072,88.5931,1859.6,32.13,190.3,Laterite,Dense Forest,435.9,,31,90.3,212.7,434.3,660.4,2,09-07-2015,0.0887,0,DEMO DATA
TG-000146,Assam,Kamrup,27.44008,91.82103,1172.2,13.5,118.1,Laterite,Grassland,913.6,5,8.4,26.4,84.1,248.2,456.9,2,14-01-2024,0.0237,0,DEMO DATA
TG-000147,Mizoram,Champhai,22.70694,93.45679,1003,14.43,198.8,Clay Loam,Sparse Forest,350.2,946.6,21.5,81.1,222.4,553.3,798.5,2,14-04-2021,0.0527,0,DEMO DATA
TG-000148,Mizoram,Serchhip,23.87158,92.70966,2221.1,28.64,205.4,Silty Clay,Agricultural Land,315.9,522.7,21.2,100,339.4,857.5,1501.6,4,03-01-2015,0.4837,0,DEMO DATA
TG-000149,Manipur,Senapati,24.62142,93.19546,1129.8,16.94,174.4,Loam,Dense Forest,23.8,443.2,22,101.7,271,510.1,861.6,1,09-03-2022,0.0375,0,DEMO DATA
TG-000150,Meghalaya,Ri Bhoi,26.09741,90.14334,272.8,45.05,199.2,Clay Loam,Agricultural Land,68.2,1437.1,6.2,21.4,60.1,172.7,394.7,5,13-10-2018,0.1072,0,DEMO DATA
TG-000151,Assam,Dibrugarh,25.32481,92.13821,1968.6,11.5,268.3,Silty Clay,Dense Forest,254.7,210.7,11.5,40.4,119.5,295.4,508.8,1,17-11-2017,0.0149,0,DEMO DATA
TG-000152,Tripura,West Tripura,24.29113,92.15942,1329.7,11.35,103.3,Clay Loam,Agricultural Land,244.5,1324,13.8,33.8,77.3,110.5,274.9,2,06-06-2016,0.0142,0,DEMO DATA
TG-000153,Assam,Karbi Anglong,26.46288,91.44832,1564.2,2.23,240.6,Laterite,Agricultural Land,880.5,94.3,11.3,39.1,111.6,214.6,334.4,2,06-11-2022,0.0156,0,DEMO DATA
TG-000154,Nagaland,Kohima,25.51763,93.42951,1559.4,9.93,140.2,Clay Loam,Built-up/Urban,233.5,102.1,21,72,144.6,192.2,379.5,1,19-09-2017,0.0193,0,DEMO DATA
TG-000155,Manipur,Churachandpur,24.04432,93.684,1576.3,46.39,219.9,Clay Loam,Sparse Forest,307.5,2203.4,12.8,50.3,131.7,219,415.2,1,27-01-2019,0.058,0,DEMO DATA
TG-000156,Mizoram,Saiha,22.89167,92.25058,406.6,44.62,195.3,Clay Loam,Sparse Forest,185.4,67.1,10.9,,100.6,175.7,282.3,9,09-04-2023,0.2057,0,DEMO DATA
TG-000157,Tripura,Gomati,23.92126,91.71793,176.5,11.84,295.1,Silty Clay,Barren/Rocky,595.6,354.9,39,168.2,459.3,845.8,1307.7,2,04-02-2020,0.2863,0,DEMO DATA
TG-000158,Sikkim,East Sikkim,27.61291,88.08112,1045.1,30.05,315.5,Rocky/Gravelly,Dense Forest,91.3,471.5,3.6,0,7.3,32.7,10.6,0,28-05-2018,0.0118,0,DEMO DATA
TG-000159,Assam,Golaghat,27.10211,92.92908,516.7,18.74,227,Sandy Loam,Built-up/Urban,294.6,687.3,4.5,26.6,49.5,93.8,145.2,1,27-07-2022,0.0137,0,DEMO DATA
TG-000160,Tripura,Dhalai,23.10461,91.51881,561.3,5.63,116.9,Sandy Loam,Dense Forest,235.3,242.5,10.7,34.3,50.8,116.4,171.2,1,04-04-2015,0.0053,0,DEMO DATA
TG-000161,Tripura,Khowai,23.80841,91.26507,2050.9,17.74,155.1,Rocky/Gravelly,Sparse Forest,164.4,447.9,22,89.3,220.6,495.6,674.7,4,23-03-2021,0.0986,0,DEMO DATA
TG-000162,Assam,Nagaon,25.77144,94.01923,762.6,4.42,101.9,Silty Clay,Agricultural Land,231.2,609.5,12.5,34.5,87.3,178.6,327.9,0,04-07-2022,0.0097,0,DEMO DATA
TG-000163,Nagaland,Kohima,26.47124,93.50361,539.3,30.04,243.3,Silty Clay,Sparse Forest,295.1,458.7,20.5,79.8,170.9,338.1,662.8,0,16-09-2016,0.0474,0,DEMO DATA
TG-000164,Arunachal Pradesh,Changlang,27.77204,95.76137,1257.6,34.67,166.9,Clay Loam,Dense Forest,606.4,729.3,27.6,70.9,183.4,397.4,609.5,1,19-09-2025,0.0542,0,DEMO DATA
TG-000165,Arunachal Pradesh,Upper Siang,28.57365,94.676,2324.1,17.22,317.2,Rocky/Gravelly,Agricultural Land,187.3,508.6,29.8,95.8,209.4,454.9,683.4,3,18-06-2018,0.0872,1,DEMO DATA
TG-000166,Meghalaya,Jaintia Hills,25.91151,90.21655,1376.9,25.96,211,Clay Loam,Dense Forest,235.8,270.1,1.3,11.6,30.9,21.6,34.4,0,11-08-2020,0.0085,0,DEMO DATA
TG-000167,Arunachal Pradesh,Lohit,27.42692,94.06745,669.7,34.57,257.4,Laterite,Dense Forest,613.5,828.8,20.8,73.1,129.5,212.4,305.6,1,01-12-2021,0.0333,0,DEMO DATA
TG-000168,Arunachal Pradesh,Changlang,28.06128,92.74248,1746.6,40.83,19.7,Loam,Agricultural Land,1317.8,110.7,8.2,5.7,20.3,7.7,0,1,13-07-2016,0.0198,0,DEMO DATA
TG-000169,Assam,Kamrup,24.15368,90.29997,2672.4,0,64.9,Clay Loam,Grassland,676.4,974.9,60.1,154.6,306.5,683.5,983.9,0,04-09-2019,0.0389,0,DEMO DATA
TG-000170,Meghalaya,Jaintia Hills,25.27567,91.15832,2153.1,10.94,79.8,Laterite,Sparse Forest,463.6,90.8,45.1,182.3,560.2,1098,1813.7,3,15-02-2017,0.452,0,DEMO DATA
TG-000171,Manipur,Ukhrul,24.05704,94.66437,3028.7,21.21,86.9,Rocky/Gravelly,Dense Forest,417.7,399.7,6.9,18.3,74.1,129,171.2,2,09-12-2019,0.0185,0,DEMO DATA
TG-000172,Arunachal Pradesh,West Siang,28.8096,93.23163,2710.6,17.98,65.2,Rocky/Gravelly,Agricultural Land,83.3,124.4,19.6,63.4,118.6,244.5,406.4,3,28-04-2019,0.0478,0,DEMO DATA
TG-000173,Arunachal Pradesh,Upper Siang,26.88266,96.03592,1065.3,10.96,78.9,Clay Loam,Sparse Forest,224.6,199.4,39.4,125.4,341.4,862.4,1619.9,4,15-09-2021,0.2041,1,DEMO DATA
TG-000174,Nagaland,Wokha,25.68218,94.77377,400.3,14.35,174.1,Rocky/Gravelly,Barren/Rocky,1680.1,798.9,4.7,21.4,64.7,150.5,233.7,1,17-06-2025,0.0207,0,DEMO DATA
TG-000175,Meghalaya,East Khasi Hills,25.7802,92.18713,1484.3,21.21,12.1,Laterite,Sparse Forest,48.1,137.3,28.6,99.5,208.1,442,750.3,1,21-06-2022,0.0596,0,DEMO DATA
TG-000176,Assam,Nagaon,26.09037,91.46545,383.1,11.1,230,Sandy Loam,Dense Forest,213,1174.6,35.7,118.6,256.6,580.8,1159,2,26-09-2017,0.0446,0,DEMO DATA
TG-000177,Mizoram,Champhai,24.28887,93.24888,3153.6,27.74,25.1,Silty Clay,Agricultural Land,5.3,2460.4,23.8,71.2,142.4,299,462.6,0,10-01-2016,0.0354,0,DEMO DATA
TG-000178,Nagaland,Wokha,26.55195,93.77515,1871,17.29,72.9,Rocky/Gravelly,Sparse Forest,213.2,119.8,8,36.8,121.8,214.9,317.5,0,09-09-2022,0.0203,0,DEMO DATA
TG-000179,Sikkim,North Sikkim,27.21175,88.50099,1630.1,17.37,11.8,Loam,Grassland,887.8,33.5,21.8,90.5,240.3,537.3,969.7,2,26-09-2025,0.06,0,DEMO DATA
TG-000180,Nagaland,Dimapur,25.81246,93.67458,1088.2,,304.6,Rocky/Gravelly,Dense Forest,918.9,3053.9,21.6,94.8,263.6,569.3,1089.3,5,11-10-2015,0.2021,1,DEMO DATA
TG-000181,Arunachal Pradesh,West Siang,28.99886,93.2768,2363.2,26.95,127.9,Silty Clay,Agricultural Land,193.8,661.4,20.6,77.3,217,336.3,542.4,3,16-04-2018,0.098,0,DEMO DATA
TG-000182,Meghalaya,West Garo Hills,25.78525,92.79193,2572.7,24.91,45.2,Silty Clay,Sparse Forest,495.5,1191.2,26.7,79.6,230.4,593.3,1001,2,01-02-2021,0.103,0,DEMO DATA
TG-000183,Assam,Dibrugarh,24.32344,94.37111,492.1,22.86,36.6,Loam,Built-up/Urban,66.2,550.5,32,83,218.4,356.1,614.9,4,30-12-2025,0.0812,0,DEMO DATA
TG-000184,Mizoram,Aizawl,22.03508,93.36023,,17.51,113,Rocky/Gravelly,Grassland,301.7,450.4,19.9,72.2,167.8,273.2,455.8,1,06-05-2020,0.0366,0,DEMO DATA
TG-000185,Meghalaya,West Khasi Hills,25.79595,90.38572,1329.2,37.19,187.9,Clay Loam,Sparse Forest,63,551.6,14.6,51.6,105.5,212.5,295,2,28-04-2024,0.0481,0,DEMO DATA
TG-000186,Nagaland,Zunheboto,26.54388,93.34856,1169.6,38.15,214.4,Loam,Sparse Forest,1058.4,16.2,53.6,216.1,467.4,753.6,1273.6,2,09-02-2025,0.7542,1,DEMO DATA
TG-000187,Meghalaya,West Khasi Hills,25.20542,90.21431,946.7,22.69,110.9,Silty Clay,Built-up/Urban,54.9,1078.7,68.4,292.4,600,972.7,1852.4,2,08-06-2020,0.5431,0,DEMO DATA
TG-000188,Meghalaya,Ri Bhoi,25.02228,92.32673,21.4,32.89,237.8,Clay Loam,Sparse Forest,160.2,306.6,8.5,25.4,86.6,162.2,205.9,3,21-10-2020,0.0435,0,DEMO DATA
TG-000189,Mizoram,Aizawl,23.1887,93.05094,764.6,48.26,298.3,Sandy Loam,Shrubland,471.1,1680.8,10.8,48.3,129,234.1,414.8,2,07-03-2015,0.0742,1,DEMO DATA
TG-000190,Meghalaya,Ri Bhoi,25.5433,92.36859,1775.2,28.79,163.8,Rocky/Gravelly,Agricultural Land,71.8,626.2,11.9,57.9,155.6,343,467.9,2,18-10-2021,0.0751,0,DEMO DATA
TG-000191,Assam,Sonitpur,25.67244,94.57229,1910.7,25.88,200.8,Sandy Loam,Grassland,1221.1,194.8,23.5,72,177.4,313.1,603.9,1,22-01-2017,0.0395,0,DEMO DATA
TG-000192,Tripura,West Tripura,23.68955,91.52662,1313.2,0,90.8,Sandy Loam,Sparse Forest,142.5,710.8,13.5,34.5,79,143.1,260.3,0,25-12-2022,0.0051,0,DEMO DATA
TG-000193,Nagaland,Kohima,26.38905,95.18757,2240.4,17.6,207.3,Sandy Loam,Sparse Forest,784.9,217.1,63.1,175.9,349.3,598,1087.7,7,02-08-2024,0.2247,0,DEMO DATA
TG-000194,Nagaland,Mokokchung,25.5649,93.82835,2711.7,14.16,65.5,Laterite,Sparse Forest,1063.5,393.5,1.3,0,0,0,30,1,24-08-2018,0.0079,0,DEMO DATA
TG-000195,Assam,Cachar,24.6169,93.1607,435.9,13.1,77.5,Clay Loam,Built-up/Urban,371.4,407.6,2.3,1.4,0.8,27.5,32.6,1,20-05-2024,0.009,0,DEMO DATA
TG-000196,Mizoram,Champhai,22.35721,92.48721,510.8,26.91,170.6,Silty Clay,Dense Forest,94.6,504.2,2.3,9.5,14.2,38.4,92.7,0,06-06-2015,0.0096,0,DEMO DATA
TG-000197,Mizoram,Serchhip,23.0824,92.30801,1811.8,32.55,291.9,Laterite,Sparse Forest,1471,393.2,25.4,63.4,174.5,303.1,428.4,4,31-01-2018,0.091,0,DEMO DATA
TG-000198,Sikkim,West Sikkim,27.87431,88.42446,20,24.27,307.6,Silty Clay,Grassland,157.2,883.8,13.7,72.9,159.2,340.7,533.3,2,26-05-2019,0.0535,0,DEMO DATA
TG-000199,Mizoram,Champhai,23.37402,92.45193,2883.3,35.91,182.4,Laterite,Dense Forest,312.2,194,18.5,39.6,117.4,248.4,355.9,1,23-09-2024,0.0406,1,DEMO DATA
TG-000200,Nagaland,Tuensang,26.42724,93.42384,1450.7,25.81,75.4,Sandy Loam,Barren/Rocky,564.8,46.8,8.1,17.6,16.8,5.9,0,3,25-06-2017,0.0255,0,DEMO DATA
TG-000201,Tripura,Khowai,23.70601,92.20636,1038.9,5.82,98.1,Loam,Agricultural Land,341.9,43.8,18.2,,145.2,219.6,283.7,1,05-03-2022,0.0123,0,DEMO DATA
TG-000202,Tripura,Dhalai,23.8365,92.26034,2377,5.56,269.9,Silty Clay,Grassland,330.6,29,16.4,57.7,102.6,253.1,381.6,0,03-07-2016,0.0121,0,DEMO DATA
TG-000203,Meghalaya,Ri Bhoi,25.80265,91.0258,1185,41.29,208.4,Rocky/Gravelly,Agricultural Land,1265.1,259.9,27.9,79.2,210,406.6,635.8,3,16-09-2025,0.2302,0,DEMO DATA
TG-000204,Nagaland,Mokokchung,26.83615,94.78403,862,18,266.5,Clay Loam,Barren/Rocky,5,68.5,6.6,24.1,52.9,108.8,185.1,2,27-08-2018,0.0263,0,DEMO DATA
TG-000205,Nagaland,Dimapur,25.35614,95.67393,2049.3,24.43,8.4,Sandy Loam,Dense Forest,327.7,341.5,12.6,38.5,58.8,126.4,145.5,2,18-03-2018,0.0141,0,DEMO DATA
TG-000206,Assam,Cachar,26.68564,92.14125,2960.2,15.61,214.9,Rocky/Gravelly,Sparse Forest,476.4,172.8,3.2,0,9.8,36.2,7,3,17-08-2021,0.0154,0,DEMO DATA
TG-000207,Assam,Dibrugarh,27.43785,94.17405,36.7,12.14,43.8,Clay Loam,Grassland,77.7,193,23.5,96.2,295.5,734,1170.8,2,02-02-2017,0.1128,0,DEMO DATA
TG-000208,Assam,Karbi Anglong,25.94285,94.21499,562.1,11.21,226.7,Loam,Dense Forest,338.3,254.1,12.5,48.8,150.5,339.8,565.1,2,30-08-2023,0.0164,1,DEMO DATA
TG-000209,Nagaland,Wokha,26.96515,93.86947,349.9,16.19,87.5,Clay Loam,Sparse Forest,118.8,35.4,16.9,41.4,88,184.6,321.3,0,09-11-2016,0.0139,0,DEMO DATA
TG-000210,Sikkim,West Sikkim,27.6986,88.37078,2528.2,12.41,292.3,Clay Loam,Built-up/Urban,76.4,544.5,27.9,,178.9,307.1,590.2,2,19-01-2025,0.0378,0,DEMO DATA
TG-000211,Assam,Dibrugarh,25.44211,93.57595,190.8,5.5,276.1,Silty Clay,Dense Forest,23.3,453.9,10.5,39.8,93.1,140.5,167.8,0,18-08-2023,0.0063,0,DEMO DATA
TG-000212,Meghalaya,Ri Bhoi,25.48119,92.55842,142.4,28.85,226.6,Clay Loam,Agricultural Land,359.4,62.7,9.1,16.6,36.3,110.3,143.3,3,25-12-2021,0.0328,0,DEMO DATA
TG-000213,Assam,Cachar,25.03398,95.99302,1745.8,26.35,57.3,Silty Clay,Shrubland,265.7,493.2,6.3,22.8,62.4,154.9,234.5,1,26-04-2017,0.0221,0,DEMO DATA
TG-000214,Meghalaya,South Garo Hills,25.68593,90.87246,1848.1,27.7,106,Silty Clay,Sparse Forest,161.6,3143.8,76.9,,503,1020.7,1967.6,4,12-10-2018,0.7015,1,DEMO DATA
TG-000215,Nagaland,Tuensang,25.85584,95.78706,1167.5,17.56,231.6,Silty Clay,Barren/Rocky,1006.8,785.3,22.4,98.7,246.2,471.7,922.6,3,10-04-2015,0.1131,0,DEMO DATA
TG-000216,Meghalaya,South Garo Hills,25.84337,89.96132,1634.8,17.29,110.5,Sandy Loam,Agricultural Land,624.1,68.6,4.4,12.4,39.2,36.1,69,0,30-09-2019,0.0086,0,DEMO DATA
TG-000217,Arunachal Pradesh,Lohit,28.95976,95.20459,2138.4,16.68,334.6,Clay Loam,Sparse Forest,493.4,493.4,13.4,45.2,113.8,207.8,384.5,3,18-07-2024,0.0262,0,DEMO DATA
TG-000218,Mizoram,Champhai,23.80708,92.67628,2520.7,37.85,257.9,Laterite,Barren/Rocky,53.8,99.4,33.8,84.6,209,415.6,768.4,1,18-11-2021,0.2215,0,DEMO DATA
TG-000219,Meghalaya,Ri Bhoi,25.62974,91.62525,1126.1,,243,Laterite,Built-up/Urban,799.3,970.1,49.1,176.4,349.8,704.4,916.7,2,22-11-2024,0.6968,0,DEMO DATA
TG-000220,Assam,Nagaon,27.75824,95.43921,1295.9,0,135,Loam,Sparse Forest,87,78.2,6,29.2,68.6,89.6,116.1,1,02-06-2015,0.0049,0,DEMO DATA
TG-000221,Manipur,Senapati,24.99115,93.33145,2512.5,29.03,203.3,Rocky/Gravelly,Dense Forest,184.4,201.9,15.2,57.1,141.1,376.2,508.6,4,29-01-2024,0.0759,0,DEMO DATA
TG-000222,Assam,Nagaon,26.57304,93.38593,1288.2,9.82,132.6,Clay Loam,Sparse Forest,526.3,5022.7,7.3,43.2,101.5,237.5,312.4,1,19-07-2015,0.0109,0,DEMO DATA
TG-000223,Tripura,Khowai,23.21956,91.23474,1203.8,4.14,110.6,Silty Clay,Agricultural Land,199.4,,52.2,206.7,600,1170.3,1905.6,2,15-12-2018,0.4049,1,DEMO DATA
TG-000224,Tripura,Gomati,23.37128,91.32072,1240.3,22.4,90.3,Laterite,Agricultural Land,588.9,649.4,19.3,,145.9,344.5,493,3,25-10-2018,0.0604,0,DEMO DATA
TG-000225,Nagaland,Dimapur,25.64416,93.70207,544.9,29.56,250.2,,Grassland,710.9,341.1,8,40.8,104.3,276.3,528.5,7,02-03-2022,0.1336,0,DEMO DATA
TG-000226,Nagaland,Mokokchung,26.36029,93.49317,1715.1,16.16,318.4,Silty Clay,Sparse Forest,652.7,1463.8,30.2,133.9,358,814.4,1538.4,4,20-06-2025,0.2168,1,DEMO DATA
TG-000227,Assam,Kamrup,24.4268,90.90179,1308,18.38,202.3,Rocky/Gravelly,Sparse Forest,1932.8,258.3,23.7,82.8,237.6,496.1,759.6,2,03-10-2016,0.0657,0,DEMO DATA
TG-000228,Assam,Dima Hasao,27.20883,91.38619,1225.5,0.66,67.9,Rocky/Gravelly,Agricultural Land,24.6,1328.5,18,70.6,204,526.5,1002.5,2,31-12-2022,0.0434,0,DEMO DATA
TG-000229,Manipur,Senapati,24.61117,94.31701,1859.1,10.21,73.5,Loam,Shrubland,229.7,167.3,27.8,95,217.3,407.9,658.3,2,12-07-2025,0.0315,0,DEMO DATA
TG-000230,Meghalaya,South Garo Hills,25.19607,91.73784,,48.25,246.7,Loam,Dense Forest,517,56.2,46,129,248.5,383.6,574.7,1,20-03-2016,0.1904,0,DEMO DATA
TG-000231,Manipur,Ukhrul,25.69784,93.04667,1356.6,32.42,131.8,Loam,Built-up/Urban,854.6,1409.3,8.8,32.5,118.6,273.6,474.9,1,29-01-2021,0.0344,0,DEMO DATA
TG-000232,Assam,Karbi Anglong,26.02594,90.41011,950.8,8.2,144,Laterite,Agricultural Land,88,285.4,18.5,40.4,68.7,160,193,1,24-08-2023,0.0136,0,DEMO DATA
TG-000233,Tripura,Dhalai,23.21709,92.24548,1903,0,302.9,Clay Loam,Agricultural Land,139.2,1243.2,13.4,37,50.4,127.8,198.4,0,07-08-2015,0.0056,0,DEMO DATA
TG-000234,Mizoram,Saiha,23.6444,92.79123,1378.9,12.47,126.1,Loam,Grassland,495.1,207.6,9.4,34.4,56.9,73.8,71.1,0,08-12-2016,0.0066,0,DEMO DATA
TG-000235,Assam,Cachar,24.66253,89.81813,956,0,117.4,Laterite,Dense Forest,1167.4,328.9,2.8,12.3,14.6,8.1,36.6,0,08-05-2025,0.0028,0,DEMO DATA
TG-000236,Manipur,Ukhrul,25.30315,94.0523,1247.2,9.24,228.1,Rocky/Gravelly,Sparse Forest,419.5,130.2,17.6,71.6,177.9,268.4,454.9,0,24-01-2025,0.0195,0,DEMO DATA
TG-000237,Mizoram,Serchhip,23.59443,93.01526,2551.9,36.69,300.8,Clay Loam,Agricultural Land,62.9,218.1,8.6,30.5,92.5,204.1,337.7,1,27-08-2016,0.0476,0,DEMO DATA
TG-000238,Arunachal Pradesh,Tawang,28.47235,93.12292,858.2,19.84,202.6,Clay Loam,Barren/Rocky,585.1,287,3.3,8,45.8,75.7,139.3,2,22-04-2019,0.0238,0,DEMO DATA
TG-000239,Nagaland,Zunheboto,25.22771,94.62092,1453.8,16.37,250.6,Silty Clay,Dense Forest,1041.9,725.1,5.1,,68.8,187.3,316.7,2,29-06-2024,0.0124,0,DEMO DATA
TG-000240,Meghalaya,West Khasi Hills,25.46262,89.84557,1992.4,20.41,277,Sandy Loam,Agricultural Land,5,404.6,61,251.9,480,784.3,1443.9,3,23-10-2024,0.319,0,DEMO DATA
TG-000241,Mizoram,Kolasib,23.33128,93.47791,968,39.32,71.4,Rocky/Gravelly,Barren/Rocky,24.8,163.2,10,34.7,107.9,217.3,340.8,5,05-08-2025,0.1792,1,DEMO DATA
TG-000242,Tripura,South Tripura,23.5092,91.96349,928.7,16.22,322.9,Silty Clay,Dense Forest,107.4,387.3,34.6,88.3,253.2,490.3,713,1,24-06-2022,0.0409,0,DEMO DATA
TG-000243,Arunachal Pradesh,West Kameng,28.68501,97.00458,276.3,34.09,129,Laterite,Agricultural Land,64.2,3107.9,29.4,91.3,198.4,447.6,836.3,7,25-08-2023,0.2927,1,DEMO DATA
TG-000244,Meghalaya,West Garo Hills,25.90199,91.87211,1479.2,4.6,277.9,Sandy Loam,Agricultural Land,672.3,681.1,17.3,63.3,161.1,387.9,745.1,2,17-11-2021,0.0231,0,DEMO DATA
TG-000245,Mizoram,Kolasib,23.26143,93.23194,2154.8,20.62,126.3,Rocky/Gravelly,Sparse Forest,661.5,2101.5,2.7,13.5,64.5,130.4,257.1,2,17-07-2017,0.0196,0,DEMO DATA
TG-000246,Sikkim,East Sikkim,27.61514,88.42602,2099.2,30.24,119.8,Loam,Agricultural Land,501.2,1613.3,8.7,,62,100.5,175.2,3,23-12-2017,0.0261,0,DEMO DATA
TG-000247,Meghalaya,Jaintia Hills,25.71061,92.0033,1219.6,41.77,297.5,Sandy Loam,Grassland,14.9,240.2,22,64,103.3,247.1,467.9,2,01-11-2022,0.0667,0,DEMO DATA
TG-000248,Meghalaya,South Garo Hills,25.04623,90.58171,1871.7,31.9,30.5,Sandy Loam,Agricultural Land,236.6,344,18.4,69.5,167.7,399.3,538.2,4,18-08-2025,0.1042,0,DEMO DATA
TG-000249,Arunachal Pradesh,Upper Siang,26.89343,94.66826,1601.7,28.05,214.1,Laterite,Barren/Rocky,224.4,2376.9,5.1,27.1,46.5,116.7,219.6,0,03-04-2016,0.0259,0,DEMO DATA
TG-000250,Assam,Dibrugarh,25.27585,91.27082,785.6,14.46,86.3,Loam,Agricultural Land,1780.1,1224.4,30,116.1,243.5,599.4,1075.7,2,01-05-2019,0.0548,0,DEMO DATA
TG-000251,Manipur,Imphal West,24.8375,93.13551,1092.1,6.05,5.2,Loam,Dense Forest,308.1,43.5,26,100.9,272.3,520.4,792.5,1,18-06-2022,0.0237,0,DEMO DATA
TG-000252,Assam,Golaghat,24.70904,93.89526,952.1,17.76,297.9,Loam,Grassland,275.3,,13.6,52.4,132,350.6,593.6,4,13-09-2018,0.0438,0,DEMO DATA
TG-000253,Meghalaya,Jaintia Hills,25.06705,91.296,1398.8,43.9,281.8,Sandy Loam,Built-up/Urban,158.7,704.8,24.4,75.8,143.3,364.8,709.7,4,28-12-2022,0.1535,0,DEMO DATA
TG-000254,Tripura,West Tripura,23.17812,91.54235,2274.2,38.98,357.9,Silty Clay,Built-up/Urban,56.5,447.2,18.3,43.4,130.4,262.7,349.6,4,22-08-2024,0.1163,0,DEMO DATA
TG-000255,Arunachal Pradesh,Papum Pare,26.97567,94.9088,1739.8,26.7,228.6,Sandy Loam,Sparse Forest,43.9,957.3,45.9,149.2,327.4,839.4,1119.9,4,07-03-2016,0.2897,0,DEMO DATA
TG-000256,Assam,Golaghat,24.22562,93.30804,20,0,288.1,Loam,Dense Forest,360.4,93.1,6.4,5.7,0,0,0,0,28-05-2020,0.0021,0,DEMO DATA
TG-000257,Sikkim,West Sikkim,27.51555,88.87007,2796.5,29.19,132.4,Laterite,Agricultural Land,23.7,979.7,19,64.6,150.5,370.7,473.8,2,22-09-2017,0.0753,0,DEMO DATA
TG-000258,Assam,Karbi Anglong,24.1206,93.06925,20,18.82,230.8,Clay Loam,Dense Forest,491.8,377,26.6,68.4,144.7,250.4,441.9,1,22-12-2022,0.0189,0,DEMO DATA
